Video ID,Video Name and Directory,color_comfort,light_association,complexity,organization,naturalness,interest,valence,stimulation,vitality,comfort,relaxation,hominess,uplift,approachability,explorability
104,MODN/SPACE_08_MODN_clip_014,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
105,MODN/SPACE_08_MODN_clip_015,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
106,MODN/SPACE_08_MODN_clip_016,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
107,MODN/SPACE_08_MODN_clip_017,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
108,MODN/SPACE_08_MODN_clip_018,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
109,MODN/SPACE_08_MODN_clip_019,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
110,MODN/SPACE_08_MODN_clip_020,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
111,MODN/SPACE_08_MODN_clip_021,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
112,MODN/SPACE_08_MODN_clip_022,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
113,MODN/SPACE_08_MODN_clip_023,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
114,MODN/SPACE_08_MODN_clip_024,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
115,MODN/SPACE_08_MODN_clip_025,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
116,MODN/SPACE_08_MODN_clip_026,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
117,MODN/SPACE_08_MODN_clip_027,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
118,MODN/SPACE_08_MODN_clip_028,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
119,MODN/SPACE_08_MODN_clip_029,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
120,MODN/SPACE_08_MODN_clip_030,0.671875,0.552083333,0.625,0.5625,0.34375,0.5,0.525,0.53125,0.635416667,0.614583333,0.552083333,0.53125,0.53125,0.5625,0.614583333
121,MUJI/SPACE_05_MUJI_clip_001,0.84375,0.802083333,0.333333333,0.791666667,0.583333333,0.572916667,0.7125,0.614583333,0.697916667,0.75,0.770833333,0.708333333,0.65625,0.770833333,0.65625
122,MUJI/SPACE_05_MUJI_clip_002,0.84375,0.802083333,0.333333333,0.791666667,0.583333333,0.572916667,0.7125,0.614583333,0.697916667,0.75,0.770833333,0.708333333,0.65625,0.770833333,0.65625
123,MUJI/SPACE_05_MUJI_clip_003,0.84375,0.802083333,0.333333333,0.791666667,0.583333333,0.572916667,0.7125,0.614583333,0.697916667,0.75,0.770833333,0.708333333,0.65625,0.770833333,0.65625
124,MUJI/SPACE_05_MUJI_clip_004,0.84375,0.802083333,0.333333333,0.791666667,0.583333333,0.572916667,0.7125,0.614583333,0.697916667,0.75,0.770833333,0.708333333,0.65625,0.770833333,0.65625
125,MUJI/SPACE_05_MUJI_clip_005,0.84375,0.802083333,0.333333333,0.791666667,0.583333333,0.572916667,0.7125,0.614583333,0.697916667,0.75,0.770833333,0.708333333,0.65625,0.770833333,0.65625
126,MUJI/SPACE_05_MUJI_clip_006,0.84375,0.802083333,0.333333333,0.791666667,0.583333333,0.572916667,0.7125,0.614583333,0.697916667,0.75,0.770833333,0.708333333,0.65625,0.770833333,0.65625
127,MUJI/SPACE_05_MUJI_clip_007,0.84375,0.802083333,0.333333333,0.791666667,0.583333333,0.572916667,0.7125,0.614583333,0.697916667,0.75,0.770833333,0.708333333,0.65625,0.770833333,0.65625
128,MUJI/SPACE_05_MUJI_clip_008,0.84375,0.802083333,0.333333333,0.791666667,0.583333333,0.572916667,0.7125,0.614583333,0.697916667,0.75,0.770833333,0.708333333,0.65625,0.770833333,0.65625
129,MUJI/SPACE_05_MUJI_clip_009,0.84375,0.802083333,0.333333333,0.791666667,0.583333333,0.572916667,0.7125,0.614583333,0.697916667,0.75,0.770833333,0.708333333,0.65625,0.770833333,0.65625
130,MUJI/SPACE_05_MUJI_clip_010,0.84375,0.802083333,0.333333333,0.791666667,0.583333333,0.572916667,0.7125,0.614583333,0.697916667,0.75,0.770833333,0.708333333,0.65625,0.770833333,0.65625
131,MUJI/SPACE_05_MUJI_clip_011,0.84375,0.802083333,0.333333333,0.791666667,0.583333333,0.572916667,0.7125,0.614583333,0.697916667,0.75,0.770833333,0.708333333,0.65625,0.770833333,0.65625
132,MUJI/SPACE_05_MUJI_clip_012,0.84375,0.802083333,0.333333333,0.791666667,0.583333333,0.572916667,0.7125,0.614583333,0.697916667,0.75,0.770833333,0.708333333,0.65625,0.770833333,0.65625
